,Title,URL,Rent,Min.Rent,Max.Rent,Unit.Label,Street.Address,Postal.Code,Amenities,Room.Count,lat,lng,accuracy,GoogleHumanReadable,Tract,GEOID10,NAMELSAD10,Opp_Area
602,"BET Park, Chicago, IL",https://www.apartments.com/bet-park-chicago-il/ffxj0mv/,$825,825,825,Studio,1369 W Greenleaf Ave,60626,"$250 Deposit,Built in 1931,30 Units/3 Stories,Laundry Facilities,Maintenance on site,Property Manager on Site,24 Hour Availability,Bike Storage,High Speed Internet Access,Smoke Free,Cable Ready,Storage Units,Kitchen,Range,Refrigerator,Hardwood Floors,Tile Floors",Studio,42.009996,-87.6652189,ROOFTOP,"1369 W Greenleaf Ave, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
611,"Alef Park, Chicago, IL",https://www.apartments.com/alef-park-chicago-il/j8572e5/,Call for Rent,,,Studio,1344 W Lunt Ave,60626,"$250 Deposit,Built in 1930,30 Units/3 Stories,Laundry Facilities,Maintenance on site,24 Hour Availability,High Speed Internet Access,Smoke Free,Cable Ready,Island Kitchen,Kitchen,Oven,Range,Refrigerator,Freezer,Hardwood Floors,Tile Floors",Studio,42.009466,-87.665561,ROOFTOP,"1344 W Lunt Ave, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
626,"Reside on Morse, Chicago, IL",https://www.apartments.com/reside-on-morse-chicago-il/bpngsz9/,"$939 - 1,004",939,"1,004",Studio,1340 W Morse Ave,60626,"24 Hour Emergency Maintenance,24/7 Reside Concierge Services,Accent Wall Program,Air Conditioning,BBQ/Picnic Area,Bicycle Storage,Bike Racks,Blinds/Window Treatment,Carpet in Bedrooms,Close to Restaurants and Shopping,Community Dog Run,Controlled Access Entrance,Covered Parking Available,Designer Lighting,Dining area,Efficient Appliances,Energy Efficient Windows,Exclusive Resident Web Site,Exclusive Resident Website,Extra Storage,Fitness Center - Open 24/7,Free Basic Wi-Fi,Free High Speed Wireless Internet,Fully Renovated Apartments,Hardwood Floors,Hi-Tech Laundry Center,Keyless Entry,Kitchens with GE Energy Star Appliances,New Fitness Center,New GE Energy Efficient Appliances,Newly Renovated and Redesigned,On Site Laundry Center,On-Site Management,Outdoor Entertainment Areas,Package Room,Parking Available,Patio Area with Gas Grills and Seating,Pet Friendly,Pre-wired for Cable TV,Recreation Room,Recycling Program,Reside Referral Program,Reside Rewards Program,Resident Lounge,Resident Rewards Program,Smoke-Free Community,Storage Lockers Available,$25 Monthly Pet Rent,$350 Fee,2 Pet Limit,Must Be Spayed/Neutered,$250 Fee,2 Pet Limit,Must Be Spayed/Neutered,Built in 1971,110 Units/5 Stories,Package Service,Laundry Facilities,Controlled Access,Maintenance on site,Property Manager on Site,Recycling,Online Services,Elevator,Lounge,Storage Space,Gated,Sundeck,Free Weights,Bike Storage,High Speed Internet Access,Air Conditioning,Cable Ready,Tub/Shower,Dishwasher,Eat-in Kitchen,Kitchen,Microwave,Range,Hardwood Floors,Carpet,Tile Floors,Dining Room,Walk-In Closets,Window Coverings",Studio,42.008236,-87.6654908,ROOFTOP,"1340 W Morse Ave, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
736,"Mayne Annex, Chicago, IL",https://www.apartments.com/mayne-annex-chicago-il/460fjfj/,Call for Rent,,,1 Bed,1334 W Morse Ave,60626,"12 Units,Controlled Access,24 Hour Availability,Washer/Dryer,Air Conditioning,Heating,Cable Ready,Dishwasher,Disposal,Granite Countertops,Stainless Steel Appliances,Pantry,Kitchen,Microwave,Refrigerator,Hardwood Floors,Patio",1 Bed,42.0080451,-87.6651615,ROOFTOP,"1334 W Morse Ave, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
741,"Touhy Glen, Chicago, IL",https://www.apartments.com/touhy-glen-chicago-il/7nz2n2x/,Call for Rent,,,1 Bed,1351 W Touhy Ave,60626,"Built in 1926,43 Units/3 Stories,Laundry Facilities,Oven,Range,Refrigerator,Hardwood Floors",1 Bed,42.0122481,-87.6655397,ROOFTOP,"1351 Touhy Ave, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
754,"1317 W Estes Ave Unit 7, Chicago, IL",https://www.apartments.com/1317-w-estes-ave-chicago-il/qzksqfx/,$950,950,950,1 Bed,1317 W Estes Ave Unit 7,60626,Laundry Facilities,1 Bed,42.0110511,-87.6637038,ROOFTOP,"1317 W Estes Ave #7, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
756,"1317 W Estes Ave Unit 20, Chicago, IL",https://www.apartments.com/1317-w-estes-ave-chicago-il/xwvgpsn/,$800,800,800,1 Bed,1317 W Estes Ave Unit 20,60626,Laundry Facilities,1 Bed,42.0110511,-87.6637038,ROOFTOP,"1317 W Estes Ave #20, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
904,"1367 W Estes Ave, Chicago, IL",https://www.apartments.com/1367-w-estes-ave-chicago-il/2znw668/,$875,875,875,1 Bed,1367 W Estes Ave,60626,Laundry Facilities,1 Bed,42.0110156,-87.6656335,ROOFTOP,"1367 W Estes Ave, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
1089,"1335 W Touhy Ave Unit 3S, Chicago, IL",https://www.apartments.com/1335-w-touhy-ave-chicago-il/kpexmn8/,"$1,025","1,025","1,025",1 Bed,1335 W Touhy Ave Unit 3S,60626,,1 Bed,42.0122525,-87.6648559,ROOFTOP,"1335 Touhy Ave #3s, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
1090,"1335 W Touhy Ave Unit 2S, Chicago, IL",https://www.apartments.com/1335-w-touhy-ave-chicago-il/2whl778/,"$1,350","1,350","1,350",1 Bed,1335 W Touhy Ave Unit 2S,60626,Laundry Facilities,1 Bed,42.0122525,-87.6648559,ROOFTOP,"1335 Touhy Ave #2s, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
1150,"6910 N Sheridan Rd Unit 304, Chicago, IL",https://www.apartments.com/6910-n-sheridan-rd-chicago-il/dhtm9pl/,"$1,295","1,295","1,295",1 Bed,6910 N Sheridan Rd Unit 304,60626,"Laundry Facilities,Smoke Free",1 Bed,42.0070953,-87.6617781,ROOFTOP,"6910 N Sheridan Rd #304, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
1339,"Green Glen Park, Chicago, IL",https://www.apartments.com/green-glen-park-chicago-il/bwk9nbc/,Call for Rent,,,1 Bed,1373-1383 W Greenleaf Ave,60626,"Built in 1926,52 Units/3 Stories,Laundry Facilities,Property Manager on Site,24 Hour Availability,Gated,Courtyard,High Speed Internet Access,Smoke Free,Cable Ready,Granite Countertops,Eat-in Kitchen,Kitchen,Hardwood Floors,Tile Floors",1 Bed,42.0102485,-87.6657919,ROOFTOP,"1383 W Greenleaf Ave, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
1357,"Reside on Morse, Chicago, IL",https://www.apartments.com/reside-on-morse-chicago-il/bpngsz9/,"$1,198 - 1,202","1,198","1,202",1 Bed,1340 W Morse Ave,60626,"24 Hour Emergency Maintenance,24/7 Reside Concierge Services,Accent Wall Program,Air Conditioning,BBQ/Picnic Area,Bicycle Storage,Bike Racks,Blinds/Window Treatment,Carpet in Bedrooms,Close to Restaurants and Shopping,Community Dog Run,Controlled Access Entrance,Covered Parking Available,Designer Lighting,Dining area,Efficient Appliances,Energy Efficient Windows,Exclusive Resident Web Site,Exclusive Resident Website,Extra Storage,Fitness Center - Open 24/7,Free Basic Wi-Fi,Free High Speed Wireless Internet,Fully Renovated Apartments,Hardwood Floors,Hi-Tech Laundry Center,Keyless Entry,Kitchens with GE Energy Star Appliances,New Fitness Center,New GE Energy Efficient Appliances,Newly Renovated and Redesigned,On Site Laundry Center,On-Site Management,Outdoor Entertainment Areas,Package Room,Parking Available,Patio Area with Gas Grills and Seating,Pet Friendly,Pre-wired for Cable TV,Recreation Room,Recycling Program,Reside Referral Program,Reside Rewards Program,Resident Lounge,Resident Rewards Program,Smoke-Free Community,Storage Lockers Available,$25 Monthly Pet Rent,$350 Fee,2 Pet Limit,Must Be Spayed/Neutered,$250 Fee,2 Pet Limit,Must Be Spayed/Neutered,Built in 1971,110 Units/5 Stories,Package Service,Laundry Facilities,Controlled Access,Maintenance on site,Property Manager on Site,Recycling,Online Services,Elevator,Lounge,Storage Space,Gated,Sundeck,Free Weights,Bike Storage,High Speed Internet Access,Air Conditioning,Cable Ready,Tub/Shower,Dishwasher,Eat-in Kitchen,Kitchen,Microwave,Range,Hardwood Floors,Carpet,Tile Floors,Dining Room,Walk-In Closets,Window Coverings",1 Bed,42.008236,-87.6654908,ROOFTOP,"1340 W Morse Ave, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
1394,"Mayne Annex, Chicago, IL",https://www.apartments.com/mayne-annex-chicago-il/460fjfj/,Call for Rent,,,2 Bed,1334 W Morse Ave,60626,"12 Units,Controlled Access,24 Hour Availability,Washer/Dryer,Air Conditioning,Heating,Cable Ready,Dishwasher,Disposal,Granite Countertops,Stainless Steel Appliances,Pantry,Kitchen,Microwave,Refrigerator,Hardwood Floors,Patio",2 Bed,42.0080451,-87.6651615,ROOFTOP,"1334 W Morse Ave, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
1440,"1335 W Touhy Ave Unit 1S, Chicago, IL",https://www.apartments.com/1335-w-touhy-ave-chicago-il/3rdf8rd/,"$1,450","1,450","1,450",2 Bed,1335 W Touhy Ave Unit 1S,60626,Laundry Facilities,2 Bed,42.0122525,-87.6648559,ROOFTOP,"1335 Touhy Ave #1s, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
2008,"Green Glen Park, Chicago, IL",https://www.apartments.com/green-glen-park-chicago-il/bwk9nbc/,"$1,250","1,250","1,250",2 Bed,1373-1383 W Greenleaf Ave,60626,"Built in 1926,52 Units/3 Stories,Laundry Facilities,Property Manager on Site,24 Hour Availability,Gated,Courtyard,High Speed Internet Access,Smoke Free,Cable Ready,Granite Countertops,Eat-in Kitchen,Kitchen,Hardwood Floors,Tile Floors",2 Bed,42.0102485,-87.6657919,ROOFTOP,"1383 W Greenleaf Ave, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
2021,"Reside on Morse, Chicago, IL",https://www.apartments.com/reside-on-morse-chicago-il/bpngsz9/,"$1,469 - 1,537","1,469","1,537",2 Bed,1340 W Morse Ave,60626,"24 Hour Emergency Maintenance,24/7 Reside Concierge Services,Accent Wall Program,Air Conditioning,BBQ/Picnic Area,Bicycle Storage,Bike Racks,Blinds/Window Treatment,Carpet in Bedrooms,Close to Restaurants and Shopping,Community Dog Run,Controlled Access Entrance,Covered Parking Available,Designer Lighting,Dining area,Efficient Appliances,Energy Efficient Windows,Exclusive Resident Web Site,Exclusive Resident Website,Extra Storage,Fitness Center - Open 24/7,Free Basic Wi-Fi,Free High Speed Wireless Internet,Fully Renovated Apartments,Hardwood Floors,Hi-Tech Laundry Center,Keyless Entry,Kitchens with GE Energy Star Appliances,New Fitness Center,New GE Energy Efficient Appliances,Newly Renovated and Redesigned,On Site Laundry Center,On-Site Management,Outdoor Entertainment Areas,Package Room,Parking Available,Patio Area with Gas Grills and Seating,Pet Friendly,Pre-wired for Cable TV,Recreation Room,Recycling Program,Reside Referral Program,Reside Rewards Program,Resident Lounge,Resident Rewards Program,Smoke-Free Community,Storage Lockers Available,$25 Monthly Pet Rent,$350 Fee,2 Pet Limit,Must Be Spayed/Neutered,$250 Fee,2 Pet Limit,Must Be Spayed/Neutered,Built in 1971,110 Units/5 Stories,Package Service,Laundry Facilities,Controlled Access,Maintenance on site,Property Manager on Site,Recycling,Online Services,Elevator,Lounge,Storage Space,Gated,Sundeck,Free Weights,Bike Storage,High Speed Internet Access,Air Conditioning,Cable Ready,Tub/Shower,Dishwasher,Eat-in Kitchen,Kitchen,Microwave,Range,Hardwood Floors,Carpet,Tile Floors,Dining Room,Walk-In Closets,Window Coverings",2 Bed,42.008236,-87.6654908,ROOFTOP,"1340 W Morse Ave, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
2444,"7000 N Sheridan Rd, Chicago, IL",https://www.apartments.com/7000-n-sheridan-rd-chicago-il/ytx6gkt/,"$1,895","1,895","1,895",House for Rent,7000 N Sheridan Rd,60626,,3 Bed,42.0094155,-87.6624499,ROOFTOP,"7000 N Sheridan Rd, Chicago, IL 60626, USA",17031010501,17031010501,Census Tract 105.01,No
113,"6723 N Sheridan Rd, Chicago, IL",https://www.apartments.com/6723-n-sheridan-rd-chicago-il/4yjlpyk/,$895,895,895,Studio,6723 N Sheridan Rd,60626,Laundry Facilities,Studio,42.0041632,-87.6608415,RANGE_INTERPOLATED,"6723 N Sheridan Rd, Chicago, IL 60626, USA",17031010502,17031010502,Census Tract 105.02,No
753,"6830 N Sheridan Rd Unit 473, Chicago, IL",https://www.apartments.com/6830-n-sheridan-rd-chicago-il/k534syc/,$925,925,925,1 Bed,6830 N Sheridan Rd Unit 473,60626,"Laundry Facilities,Smoke Free",1 Bed,42.0062758,-87.6615396,ROOFTOP,"6830 N Sheridan Rd #473, Chicago, IL 60626, USA",17031010502,17031010502,Census Tract 105.02,No
258,"The Morgan at Loyola Station, Chicago, IL",https://www.apartments.com/the-morgan-at-loyola-station-chicago-il/8005131/,"$1,570","1,570","1,570",Studio,1209 W Arthur Ave,60626,"24 Hour Fitness Gym,24/7 Concierge Service,Air Conditioner,Approved Vendors for Pet Care, Maid Service and More,Bike Storage,Black GE Energy Star Appliances with Gas Range,ButterflyMX - Smartphone Video Intercom System,Closet Organizer Systems,Club House,Club Room for Resident Gatherings,Convenient to Public Transportation,Covered Parking Available,Double Bowl Sinks*,Dry Cleaning Pick Up,Dry Cleaning Pick-Up and Delivery Service,Easy Access to Public Transportation,Eat-In Kitchen Islands and Pendant Lights,Eco-Friendly Flooring,Energy Star Appliances,Expansive Balcony,Floor to Ceiling Windows,Floor-To-Ceiling Windows*,Free Wi-Fi in Common Areas,Full-Size Washer and Dryer,Granite Counters,Including Walk-ins*,Individual Climate Control,Kitchen Island,Linen Closets with Built-In Shelving Nooks*,Lobby featuring flat screen TV, fireplace, and fresh roasted coffee service,Mail and Package Service,Military Discount,Natural Granite Kitchen Countertops,Newly Painted,Newspaper Delivery,Online Payments Available,On-site Maintenance,On-site Management,On-Site Parking Garage,On-Site Retail,Pet Friendly Building,Private Balcony or Terrace,Renovated Apartments Available,Restaurants and Shopping,Rooftop Garden,Rooftop Terrace,Spacious Closets,Spacious Closets, Including Walk-Ins*,Steps from Loyola University Chicago,TV Lounge,Walk In Closet,Washer and Dryer in Unit,Wood Flooring,Built in 2009,152 Units/8 Stories,Package Service,Wi-Fi at Pool and Clubhouse,Controlled Access,Maintenance on site,Property Manager on Site,Concierge,On-Site Retail,Recycling,Dry Cleaning Service,Online Services,LEED Rating,Energy Star Certified,Planned Social Activities,Local Vet / Pet Store Discount,Elevator,Lounge,Multi Use Room,Breakfast/Coffee Concierge,Coffee Bar,Conference Room,Rooftop Lounge,Sundeck,Cabana,Grill,Picnic Area,Waterfront,Lake Access,Fitness Center,Cardio Machines,Free Weights,Weight Machines,Bike Storage,Media Center/Movie Theatre,Wi-Fi,Washer/Dryer,Air Conditioning,Heating,Smoke Free,Cable Ready,Tub/Shower,Fireplace,Sprinkler System,Wheelchair Accessible (Rooms),Dishwasher,Disposal,Ice Maker,Granite Countertops,Eat-in Kitchen,Microwave,Oven,Range,Refrigerator,Hardwood Floors,Carpet,Den,Views,Walk-In Closets,Window Coverings,Accent Walls,Balcony,Patio,Barbecue Area,Barbecue/Grill,Garden",Studio,42.0002956,-87.6611958,ROOFTOP,"1209 W Arthur Ave, Chicago, IL 60626, USA",17031010503,17031010503,Census Tract 105.03,No
528,"1331 W. Loyola, Chicago, IL",https://www.apartments.com/1331-w-loyola-chicago-il/s97b5n7/,$965,965,965,Studio,1331 W Loyola Ave,60626,"Built in 1929,46 Units/4 Stories,Laundry Facilities,Controlled Access,Fitness Center,High Speed Internet Access,Air Conditioning,Heating,Smoke Free,Dishwasher,Kitchen,Microwave,Hardwood Floors",Studio,42.0010493,-87.6648263,ROOFTOP,"1331 W Loyola Ave, Chicago, IL 60626, USA",17031010503,17031010503,Census Tract 105.03,No
542,"Montserrat at Loyola Station, Chicago, IL",https://www.apartments.com/montserrat-at-loyola-station-chicago-il/fd2dsds/,Call for Rent,,,Studio,6550 N Sheridan Rd,60626,"Air Conditioner,Brand New,Concrete Floors,Controlled Access,Cyber Cafe,Dish Washer,Elevator,Free Wi-Fi,On-site Maintenance,Refrigerator,Terrace,Washer/Dryer,Window Coverings,$25 Monthly Pet Rent,2 Pet Limit,Built in 2014,41 Units/4 Stories,Controlled Access,Maintenance on site,Elevator,Gated,High Speed Internet Access,Wi-Fi,Washer/Dryer,Air Conditioning,Smoke Free,Tub/Shower,Wheelchair Accessible (Rooms),Dishwasher,Stainless Steel Appliances,Pantry,Microwave,Oven,Range,Refrigerator,Window Coverings",Studio,42.0016241,-87.6611571,ROOFTOP,"6550 N Sheridan Rd, Chicago, IL 60626, USA",17031010503,17031010503,Census Tract 105.03,No
960,"The Morgan at Loyola Station, Chicago, IL",https://www.apartments.com/the-morgan-at-loyola-station-chicago-il/8005131/,"$1,640 - 2,225","1,640","2,225",1 Bed,1209 W Arthur Ave,60626,"24 Hour Fitness Gym,24/7 Concierge Service,Air Conditioner,Approved Vendors for Pet Care, Maid Service and More,Bike Storage,Black GE Energy Star Appliances with Gas Range,ButterflyMX - Smartphone Video Intercom System,Closet Organizer Systems,Club House,Club Room for Resident Gatherings,Convenient to Public Transportation,Covered Parking Available,Double Bowl Sinks*,Dry Cleaning Pick Up,Dry Cleaning Pick-Up and Delivery Service,Easy Access to Public Transportation,Eat-In Kitchen Islands and Pendant Lights,Eco-Friendly Flooring,Energy Star Appliances,Expansive Balcony,Floor to Ceiling Windows,Floor-To-Ceiling Windows*,Free Wi-Fi in Common Areas,Full-Size Washer and Dryer,Granite Counters,Including Walk-ins*,Individual Climate Control,Kitchen Island,Linen Closets with Built-In Shelving Nooks*,Lobby featuring flat screen TV, fireplace, and fresh roasted coffee service,Mail and Package Service,Military Discount,Natural Granite Kitchen Countertops,Newly Painted,Newspaper Delivery,Online Payments Available,On-site Maintenance,On-site Management,On-Site Parking Garage,On-Site Retail,Pet Friendly Building,Private Balcony or Terrace,Renovated Apartments Available,Restaurants and Shopping,Rooftop Garden,Rooftop Terrace,Spacious Closets,Spacious Closets, Including Walk-Ins*,Steps from Loyola University Chicago,TV Lounge,Walk In Closet,Washer and Dryer in Unit,Wood Flooring,Built in 2009,152 Units/8 Stories,Package Service,Wi-Fi at Pool and Clubhouse,Controlled Access,Maintenance on site,Property Manager on Site,Concierge,On-Site Retail,Recycling,Dry Cleaning Service,Online Services,LEED Rating,Energy Star Certified,Planned Social Activities,Local Vet / Pet Store Discount,Elevator,Lounge,Multi Use Room,Breakfast/Coffee Concierge,Coffee Bar,Conference Room,Rooftop Lounge,Sundeck,Cabana,Grill,Picnic Area,Waterfront,Lake Access,Fitness Center,Cardio Machines,Free Weights,Weight Machines,Bike Storage,Media Center/Movie Theatre,Wi-Fi,Washer/Dryer,Air Conditioning,Heating,Smoke Free,Cable Ready,Tub/Shower,Fireplace,Sprinkler System,Wheelchair Accessible (Rooms),Dishwasher,Disposal,Ice Maker,Granite Countertops,Eat-in Kitchen,Microwave,Oven,Range,Refrigerator,Hardwood Floors,Carpet,Den,Views,Walk-In Closets,Window Coverings,Accent Walls,Balcony,Patio,Barbecue Area,Barbecue/Grill,Garden",1 Bed,42.0002956,-87.6611958,ROOFTOP,"1209 W Arthur Ave, Chicago, IL 60626, USA",17031010503,17031010503,Census Tract 105.03,No
1013,"1216 W Arthur Ave Unit 103, Chicago, IL",https://www.apartments.com/1216-w-arthur-ave-chicago-il/tpncmj9/,"$2,000","2,000","2,000",1 Bed,1216 W Arthur Ave Unit 103,60626,"Furnished,Washer/Dryer,Smoke Free,Wheelchair Accessible (Rooms),Furnished",1 Bed,42.0005922,-87.6615122,ROOFTOP,"1216 W Arthur Ave #103, Chicago, IL 60626, USA",17031010503,17031010503,Census Tract 105.03,No
1092,"6407 N Glenwood Ave, Chicago, IL",https://www.apartments.com/6407-n-glenwood-ave-chicago-il/tmfptlc/,$950,950,950,1 Bed,6407 N Glenwood Ave,60626,Laundry Facilities,1 Bed,41.9983656,-87.6652689,ROOFTOP,"6407 N Glenwood Ave, Chicago, IL 60626, USA",17031010503,17031010503,Census Tract 105.03,No
1254,"Montserrat at Loyola Station, Chicago, IL",https://www.apartments.com/montserrat-at-loyola-station-chicago-il/fd2dsds/,Call for Rent,,,1 Bed,6550 N Sheridan Rd,60626,"Air Conditioner,Brand New,Concrete Floors,Controlled Access,Cyber Cafe,Dish Washer,Elevator,Free Wi-Fi,On-site Maintenance,Refrigerator,Terrace,Washer/Dryer,Window Coverings,$25 Monthly Pet Rent,2 Pet Limit,Built in 2014,41 Units/4 Stories,Controlled Access,Maintenance on site,Elevator,Gated,High Speed Internet Access,Wi-Fi,Washer/Dryer,Air Conditioning,Smoke Free,Tub/Shower,Wheelchair Accessible (Rooms),Dishwasher,Stainless Steel Appliances,Pantry,Microwave,Oven,Range,Refrigerator,Window Coverings",1 Bed,42.0016241,-87.6611571,ROOFTOP,"6550 N Sheridan Rd, Chicago, IL 60626, USA",17031010503,17031010503,Census Tract 105.03,No
1643,"The Morgan at Loyola Station, Chicago, IL",https://www.apartments.com/the-morgan-at-loyola-station-chicago-il/8005131/,"$2,375 - 2,575","2,375","2,575",2 Bed,1209 W Arthur Ave,60626,"24 Hour Fitness Gym,24/7 Concierge Service,Air Conditioner,Approved Vendors for Pet Care, Maid Service and More,Bike Storage,Black GE Energy Star Appliances with Gas Range,ButterflyMX - Smartphone Video Intercom System,Closet Organizer Systems,Club House,Club Room for Resident Gatherings,Convenient to Public Transportation,Covered Parking Available,Double Bowl Sinks*,Dry Cleaning Pick Up,Dry Cleaning Pick-Up and Delivery Service,Easy Access to Public Transportation,Eat-In Kitchen Islands and Pendant Lights,Eco-Friendly Flooring,Energy Star Appliances,Expansive Balcony,Floor to Ceiling Windows,Floor-To-Ceiling Windows*,Free Wi-Fi in Common Areas,Full-Size Washer and Dryer,Granite Counters,Including Walk-ins*,Individual Climate Control,Kitchen Island,Linen Closets with Built-In Shelving Nooks*,Lobby featuring flat screen TV, fireplace, and fresh roasted coffee service,Mail and Package Service,Military Discount,Natural Granite Kitchen Countertops,Newly Painted,Newspaper Delivery,Online Payments Available,On-site Maintenance,On-site Management,On-Site Parking Garage,On-Site Retail,Pet Friendly Building,Private Balcony or Terrace,Renovated Apartments Available,Restaurants and Shopping,Rooftop Garden,Rooftop Terrace,Spacious Closets,Spacious Closets, Including Walk-Ins*,Steps from Loyola University Chicago,TV Lounge,Walk In Closet,Washer and Dryer in Unit,Wood Flooring,Built in 2009,152 Units/8 Stories,Package Service,Wi-Fi at Pool and Clubhouse,Controlled Access,Maintenance on site,Property Manager on Site,Concierge,On-Site Retail,Recycling,Dry Cleaning Service,Online Services,LEED Rating,Energy Star Certified,Planned Social Activities,Local Vet / Pet Store Discount,Elevator,Lounge,Multi Use Room,Breakfast/Coffee Concierge,Coffee Bar,Conference Room,Rooftop Lounge,Sundeck,Cabana,Grill,Picnic Area,Waterfront,Lake Access,Fitness Center,Cardio Machines,Free Weights,Weight Machines,Bike Storage,Media Center/Movie Theatre,Wi-Fi,Washer/Dryer,Air Conditioning,Heating,Smoke Free,Cable Ready,Tub/Shower,Fireplace,Sprinkler System,Wheelchair Accessible (Rooms),Dishwasher,Disposal,Ice Maker,Granite Countertops,Eat-in Kitchen,Microwave,Oven,Range,Refrigerator,Hardwood Floors,Carpet,Den,Views,Walk-In Closets,Window Coverings,Accent Walls,Balcony,Patio,Barbecue Area,Barbecue/Grill,Garden",2 Bed,42.0002956,-87.6611958,ROOFTOP,"1209 W Arthur Ave, Chicago, IL 60626, USA",17031010503,17031010503,Census Tract 105.03,No
